100654,2016,0.8738,849.0,425.0,380.0,470.0,420.0,370.0,470.0,NULL,NULL,NULL,18.0,16.0,19.0,17.0,14.0,20.0,17.0,15.0,18.0,NULL,NULL,NULL,True,True,True,False,False,True,True,False,True,True,True,False,True,False,True,True,False,True,True,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,True,False,True,False,4616,0.0256,0.9129,0.0076,0.0019,0.0024,0.0017,0.0065,15567,NULL,0.7039,0.7667,7028
100663,2016,0.5814,1125.0,560.0,480.0,640.0,575.0,490.0,660.0,NULL,NULL,NULL,25.0,21.0,28.0,26.0,22.0,30.0,23.0,19.0,26.0,NULL,NULL,NULL,False,False,False,True,True,False,True,False,True,True,False,True,False,False,True,True,False,True,True,False,False,False,True,False,True,False,True,True,True,True,False,False,False,False,True,True,True,True,12047,0.5786,0.2626,0.0309,0.0598,0.0028,0.0004,0.0179,16475,NULL,0.3525,0.5179,10517
100690,2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,293,0.157,0.2355,0.0068,0.0,0.0,0.0034,0.0,NULL,10155,0.6971,0.8436,3857
100706,2016,0.7628,1257.0,590.0,520.0,660.0,610.0,540.0,680.0,NULL,NULL,NULL,28.0,25.0,31.0,29.0,24.0,33.0,26.0,23.0,29.0,NULL,NULL,NULL,False,False,False,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True,True,False,True,True,True,False,True,False,True,False,False,True,False,False,False,False,True,True,True,True,6346,0.7148,0.1131,0.0411,0.0414,0.012,0.0,0.0303,19423,NULL,0.2949,0.4312,9463
100724,2016,0.459,825.0,415.0,370.0,460.0,410.0,360.0,460.0,NULL,NULL,NULL,17.0,15.0,19.0,17.0,14.0,19.0,16.0,15.0,17.0,NULL,NULL,NULL,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,True,True,True,False,False,False,False,True,True,True,True,4704,0.0138,0.9337,0.0111,0.0028,0.0013,0.0004,0.0159,15037,NULL,0.7815,0.8113,7952
100751,2016,0.5259,1202.0,550.0,490.0,610.0,555.0,490.0,620.0,NULL,NULL,NULL,27.0,23.0,31.0,28.0,23.0,33.0,26.0,22.0,29.0,NULL,NULL,NULL,False,True,False,True,True,False,True,False,True,True,False,True,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,True,True,True,False,False,False,False,True,True,True,True,31663,0.7841,0.1037,0.0437,0.0118,0.0036,0.0009,0.0192,21676,NULL,0.1938,0.4007,9802
100760,2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1492,0.6877,0.2802,0.0127,0.002,0.004,0.0007,0.002,9128,NULL,0.5109,0.3234,5960
100812,2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,True,False,True,True,True,False,True,False,True,True,False,True,False,False,False,False,True,True,True,True,2888,0.7784,0.125,0.0215,0.0076,0.0142,0.001,0.001,NULL,NULL,0.4219,0.6455,8367
100830,2016,0.7659,1009.0,465.0,435.0,495.0,470.0,445.0,495.0,NULL,NULL,NULL,22.0,19.0,24.0,22.0,19.0,24.0,20.0,17.0,22.0,NULL,NULL,NULL,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,True,True,True,True,4171,0.5126,0.3627,0.0141,0.0247,0.006,0.001,0.0412,15053,NULL,0.4405,0.5565,7251
100858,2016,0.8054,1217.0,575.0,530.0,620.0,585.0,530.0,640.0,NULL,NULL,NULL,27.0,24.0,30.0,29.0,25.0,32.0,26.0,23.0,28.0,NULL,NULL,NULL,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True,True,True,True,22095,0.8285,0.0673,0.0335,0.0252,0.0052,0.0003,0.0214,21984,NULL,0.1532,0.328,9945
